,state,begin,end,poll_time,poll_date,week,day_of_week,pollster,mode,population,observations,clinton,trump,both,other,p_clinton,n_clinton,n_respondents
140,general,2016-06-06,2016-06-12,6,2016-06-09,23,2,NBC/SurveyMonkey,Internet,,9355.0,49.0,42.0,91.0,0.0,0.5384615384615384,4584.0,8513.0
141,general,2016-06-08,2016-06-09,1,2016-06-08,23,1,Morning Consult,Internet,,1362.0,42.0,37.0,79.0,0.0,0.5316455696202531,572.0,1076.0
142,general,2016-06-05,2016-06-08,3,2016-06-06,22,6,FOX,Live Phone,,1004.0,42.0,39.0,81.0,7.0,0.5185185185185185,422.0,813.0
143,general,2016-06-04,2016-06-08,4,2016-06-06,22,6,Ipsos/Reuters,Internet,,1440.0,42.0,34.0,76.0,12.0,0.5526315789473685,605.0,1094.0
144,general,2016-06-06,2016-06-07,1,2016-06-06,22,6,Rasmussen,IVR/Online,,1000.0,42.0,38.0,80.0,15.0,0.525,420.0,800.0
145,general,2016-06-02,2016-06-05,3,2016-06-03,22,3,YouGov/Economist,Internet,,1636.0,44.0,41.0,85.0,6.0,0.5176470588235295,720.0,1391.0
146,general,2016-06-01,2016-06-05,4,2016-06-03,22,3,Morning Consult,Internet,,4002.0,44.0,40.0,84.0,0.0,0.5238095238095238,1761.0,3362.0
147,general,2016-05-31,2016-06-05,5,2016-06-02,22,2,IBD/TIPP,Live Phone,,828.0,45.0,40.0,85.0,9.0,0.5294117647058824,373.0,704.0
148,general,2016-05-30,2016-06-05,6,2016-06-02,22,2,NBC/SurveyMonkey,Internet,,9240.0,48.0,44.0,92.0,0.0,0.5217391304347826,4435.0,8501.0
149,general,2016-05-31,2016-06-01,1,2016-05-31,22,0,Rasmussen,IVR/Online,,1000.0,39.0,38.0,77.0,18.0,0.5064935064935064,390.0,770.0
150,general,2016-05-28,2016-06-01,4,2016-05-30,21,6,Ipsos/Reuters,Internet,,1332.0,43.0,34.0,77.0,13.0,0.5584415584415584,573.0,1026.0
151,general,2016-05-24,2016-05-30,6,2016-05-27,21,3,Morning Consult,Internet,,4002.0,42.0,39.0,81.0,0.0,0.5185185185185185,1681.0,3242.0
152,general,2016-05-24,2016-05-30,6,2016-05-27,21,3,Quinnipiac,Live Phone,,1561.0,45.0,41.0,86.0,3.0,0.5232558139534884,702.0,1342.0
153,general,2016-05-23,2016-05-29,6,2016-05-26,21,2,NBC/SurveyMonkey,Internet,,12969.0,47.0,45.0,92.0,0.0,0.5108695652173914,6095.0,11931.0
154,general,2016-05-21,2016-05-25,4,2016-05-23,20,6,Ipsos/Reuters,Internet,,1271.0,41.0,36.0,77.0,13.0,0.5324675324675324,521.0,979.0
155,general,2016-05-23,2016-05-24,1,2016-05-23,20,6,Rasmussen,IVR/Online,,1000.0,40.0,39.0,79.0,14.0,0.5063291139240507,400.0,790.0
156,general,2016-05-20,2016-05-23,3,2016-05-21,20,4,YouGov/Economist,Internet,,1622.0,42.0,41.0,83.0,7.0,0.5060240963855421,681.0,1346.0
157,general,2016-05-19,2016-05-23,4,2016-05-21,20,4,Morning Consult,Internet,,2001.0,42.0,40.0,82.0,0.0,0.5121951219512195,840.0,1641.0
158,general,2016-05-16,2016-05-22,6,2016-05-19,20,2,NBC/SurveyMonkey,Internet,,14513.0,47.0,43.0,90.0,0.0,0.5222222222222223,6821.0,13062.0
159,general,2016-05-17,2016-05-20,3,2016-05-18,20,1,ARG,Live Phone,,980.0,46.0,46.0,92.0,2.0,0.5,451.0,902.0
160,general,2016-05-16,2016-05-19,3,2016-05-17,20,0,Schoen (D),Live Phone,,1000.0,44.0,42.0,86.0,0.0,0.5116279069767442,440.0,860.0
161,general,2016-05-16,2016-05-19,3,2016-05-17,20,0,ABC/Post,Live Phone,,829.0,44.0,46.0,90.0,7.0,0.4888888888888889,365.0,746.0
162,general,2016-05-15,2016-05-19,4,2016-05-17,20,0,NBC/WSJ,Live Phone,,1000.0,46.0,43.0,89.0,9.0,0.5168539325842697,460.0,890.0
163,general,2016-05-17,2016-05-18,1,2016-05-17,20,0,Rasmussen,IVR/Online,,1000.0,37.0,42.0,79.0,13.0,0.46835443037974683,370.0,790.0
164,general,2016-05-14,2016-05-18,4,2016-05-16,19,6,Ipsos/Reuters,Internet,,1397.0,41.0,36.0,77.0,14.0,0.5324675324675324,573.0,1076.0
165,general,2016-05-14,2016-05-17,3,2016-05-15,19,5,FOX,Live Phone,,1021.0,42.0,45.0,87.0,3.0,0.4827586206896552,429.0,888.0
166,general,2016-05-13,2016-05-17,4,2016-05-15,19,5,CBS/Times,Live Phone,,1109.0,47.0,41.0,88.0,2.0,0.5340909090909091,521.0,976.0
167,general,2016-05-11,2016-05-16,5,2016-05-13,19,3,McLaughlin (R),Internet,,1000.0,46.0,42.0,88.0,0.0,0.5227272727272727,460.0,880.0
168,general,2016-05-11,2016-05-15,4,2016-05-13,19,3,Morning Consult,Internet,,3971.0,42.0,40.0,82.0,0.0,0.5121951219512195,1668.0,3256.0
169,general,2016-05-09,2016-05-15,6,2016-05-12,19,2,NBC/SurveyMonkey,Internet,,12507.0,48.0,45.0,93.0,0.0,0.5161290322580645,6003.0,11632.0
170,general,2016-05-07,2016-05-11,4,2016-05-09,18,6,Ipsos/Reuters,Internet,,1397.0,41.0,37.0,78.0,14.0,0.5256410256410257,573.0,1090.0
171,general,2016-05-10,2016-05-10,0,2016-05-10,19,0,Gravis Marketing/OANN,Automated Phone,,1574.0,51.0,49.0,100.0,0.0,0.51,803.0,1574.0
172,general,2016-05-06,2016-05-09,3,2016-05-07,18,4,YouGov/Economist,Internet,,1612.0,42.0,40.0,82.0,6.0,0.5121951219512195,677.0,1322.0
173,general,2016-05-05,2016-05-09,4,2016-05-07,18,4,Morning Consult,Internet,,6005.0,44.0,38.0,82.0,0.0,0.5365853658536586,2642.0,4924.0
174,general,2016-05-02,2016-05-08,6,2016-05-05,18,2,NBC/SurveyMonkey,Internet,,11089.0,49.0,44.0,93.0,0.0,0.5268817204301075,5434.0,10313.0
175,general,2016-04-30,2016-05-04,4,2016-05-02,17,6,Ipsos/Reuters,Internet,,1102.0,45.0,36.0,81.0,10.0,0.5555555555555556,496.0,893.0
176,general,2016-04-29,2016-05-02,3,2016-04-30,17,4,Morning Consult,Internet,,1976.0,45.0,40.0,85.0,0.0,0.5294117647058824,889.0,1680.0
177,general,2016-04-28,2016-05-01,3,2016-04-29,17,3,CNN,Live Phone,,890.0,54.0,41.0,95.0,5.0,0.5684210526315789,481.0,846.0
178,general,2016-04-25,2016-05-01,6,2016-04-28,17,2,NBC/SurveyMonkey,Internet,,12462.0,43.0,37.0,80.0,0.0,0.5375,5359.0,9970.0
179,general,2016-04-27,2016-04-28,1,2016-04-27,17,1,Rasmussen,IVR/Online,,1000.0,39.0,41.0,80.0,15.0,0.4875,390.0,800.0
180,general,2016-04-22,2016-04-28,6,2016-04-25,16,6,IBD/TIPP,Live Phone,,814.0,47.0,40.0,87.0,7.0,0.5402298850574713,383.0,708.0
181,general,2016-04-23,2016-04-27,4,2016-04-25,16,6,Ipsos/Reuters,Internet,,1756.0,43.0,36.0,79.0,13.0,0.5443037974683544,755.0,1387.0
182,general,2016-04-25,2016-04-26,1,2016-04-25,16,6,Rasmussen,IVR/Online,,1000.0,38.0,38.0,76.0,16.0,0.5,380.0,760.0
183,general,2016-04-22,2016-04-26,4,2016-04-24,16,5,YouGov/Economist,Internet,,1561.0,43.0,40.0,83.0,5.0,0.5180722891566265,671.0,1296.0
184,general,2016-04-20,2016-04-24,4,2016-04-22,16,3,Suffolk/USA Today,Live Phone,,1000.0,50.0,39.0,89.0,0.0,0.5617977528089888,500.0,890.0
185,general,2016-04-18,2016-04-24,6,2016-04-21,16,2,NBC/SurveyMonkey,Internet,,9405.0,44.0,36.0,80.0,0.0,0.55,4138.0,7524.0
186,general,2016-04-20,2016-04-22,2,2016-04-21,16,2,Morning Consult,Internet,,2003.0,46.0,40.0,86.0,0.0,0.5348837209302325,921.0,1723.0
187,general,2016-04-19,2016-04-20,1,2016-04-19,16,0,Zogby (Internet),Internet,,834.0,47.0,40.0,87.0,0.0,0.5402298850574713,392.0,726.0
188,general,2016-04-17,2016-04-20,3,2016-04-18,15,6,GWU/Battleground,Live Phone,,1000.0,46.0,43.0,89.0,0.0,0.5168539325842697,460.0,890.0
189,general,2016-04-16,2016-04-20,4,2016-04-18,15,6,Ipsos/Reuters,Internet,,1334.0,44.0,33.0,77.0,12.0,0.5714285714285714,587.0,1027.0
190,general,2016-04-15,2016-04-17,2,2016-04-16,15,4,Morning Consult,Internet,,2032.0,46.0,37.0,83.0,0.0,0.5542168674698795,935.0,1687.0
191,general,2016-04-11,2016-04-17,6,2016-04-14,15,2,NBC/SurveyMonkey,Internet,,11498.0,48.0,39.0,87.0,0.0,0.5517241379310345,5519.0,10003.0
192,general,2016-04-10,2016-04-14,4,2016-04-12,15,0,NBC/WSJ,Live Phone,,1000.0,50.0,39.0,89.0,9.0,0.5617977528089888,500.0,890.0
193,general,2016-04-11,2016-04-13,2,2016-04-12,15,0,FOX,Live Phone,,1021.0,48.0,41.0,89.0,2.0,0.5393258426966292,490.0,909.0
194,general,2016-04-09,2016-04-13,4,2016-04-11,14,6,Ipsos/Reuters,Internet,,1424.0,43.0,34.0,77.0,15.0,0.5584415584415584,612.0,1096.0
195,general,2016-04-08,2016-04-12,4,2016-04-10,14,5,CBS,Live Phone,,1098.0,50.0,40.0,90.0,1.0,0.5555555555555556,549.0,988.0
196,general,2016-04-08,2016-04-11,3,2016-04-09,14,4,Morning Consult,Internet,,4015.0,46.0,37.0,83.0,0.0,0.5542168674698795,1847.0,3332.0
197,general,2016-04-04,2016-04-10,6,2016-04-07,14,2,NBC/SurveyMonkey,Internet,,11204.0,43.0,36.0,79.0,0.0,0.5443037974683544,4818.0,8851.0
198,general,2016-04-02,2016-04-06,4,2016-04-04,13,6,Ipsos/Reuters,Internet,,1325.0,39.0,34.0,73.0,16.0,0.5342465753424658,517.0,967.0
199,general,2016-04-01,2016-04-03,2,2016-04-02,13,4,Morning Consult,Internet,,2004.0,45.0,38.0,83.0,0.0,0.5421686746987951,902.0,1663.0
0,indiana,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,1700.0,35.0,52.0,87.0,10.0,0.40229885057471265,595.0,1479.0
1,indiana,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,338.0,43.0,51.0,94.0,6.0,0.4574468085106383,145.0,318.0
2,indiana,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,541.0,38.0,54.0,92.0,0.0,0.41304347826086957,206.0,498.0
3,indiana,2016-10-30,2016-11-01,2,2016-10-31,43,6,Gravis Marketing,Internet,,399.0,39.0,49.0,88.0,5.0,0.4431818181818182,156.0,351.0
4,indiana,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,674.0,37.0,51.0,88.0,10.0,0.42045454545454547,249.0,593.0
5,indiana,2016-10-27,2016-10-30,3,2016-10-28,43,3,Monmouth University,Live Phone,,402.0,39.0,50.0,89.0,6.0,0.43820224719101125,157.0,358.0
6,indiana,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,332.0,42.0,54.0,96.0,4.0,0.4375,139.0,319.0
7,indiana,2016-10-22,2016-10-24,2,2016-10-23,42,5,Gravis Marketing,Internet,,596.0,38.0,49.0,87.0,5.0,0.4367816091954023,226.0,519.0
8,indiana,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,688.0,35.0,48.0,83.0,14.0,0.42168674698795183,241.0,571.0
9,indiana,2016-10-10,2016-10-16,6,2016-10-13,41,2,WISH-TV/Ball State ,Live Phone,,544.0,37.0,43.0,80.0,10.0,0.4625,201.0,435.0
10,indiana,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,330.0,43.0,53.0,96.0,4.0,0.4479166666666667,142.0,317.0
11,indiana,2016-10-11,2016-10-13,2,2016-10-12,41,1,Monmouth University,Live Phone,,402.0,41.0,45.0,86.0,10.0,0.47674418604651164,165.0,346.0
12,indiana,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,822.0,38.0,47.0,85.0,0.0,0.4470588235294118,312.0,699.0
13,indiana,2016-10-07,2016-10-10,3,2016-10-08,40,4,Lucid/The Times-Picayune,Internet,,1123.0,37.0,43.0,80.0,13.0,0.4625,416.0,898.0
14,indiana,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,533.0,41.0,55.0,96.0,4.0,0.4270833333333333,219.0,512.0
15,indiana,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,674.0,35.0,54.0,89.0,0.0,0.39325842696629215,236.0,600.0
16,indiana,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,2294.0,37.0,52.0,89.0,0.0,0.4157303370786517,849.0,2042.0
17,indiana,2016-08-13,2016-08-16,3,2016-08-14,32,5,Monmouth University,Live Phone,,403.0,36.0,47.0,83.0,11.0,0.43373493975903615,145.0,334.0
18,indiana,2016-04-26,2016-04-28,2,2016-04-27,17,1,NBC/WSJ/Marist,Live Phone,,2149.0,41.0,48.0,89.0,0.0,0.4606741573033708,881.0,1913.0
19,indiana,2016-04-18,2016-04-21,3,2016-04-19,16,0,POS (R)/HPI/WTHR,Live Phone,,500.0,39.0,47.0,86.0,0.0,0.45348837209302323,195.0,430.0
0,nevada,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,1207.0,45.0,43.0,88.0,9.0,0.5113636363636364,543.0,1062.0
1,nevada,2016-11-04,2016-11-06,2,2016-11-05,44,4,Insights West,Internet,,387.0,42.0,42.0,84.0,7.0,0.5,163.0,325.0
2,nevada,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,323.0,49.0,46.0,95.0,5.0,0.5157894736842106,158.0,307.0
3,nevada,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,571.0,45.0,42.0,87.0,0.0,0.5172413793103449,257.0,497.0
4,nevada,2016-11-01,2016-11-02,1,2016-11-01,44,0,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,1793.0,45.0,46.0,91.0,5.0,0.4945054945054945,807.0,1632.0
5,nevada,2016-10-31,2016-11-01,1,2016-10-31,43,6,PPP (D-Center for American Progress Action Fund),IVR/Online,,688.0,48.0,45.0,93.0,0.0,0.5161290322580645,330.0,640.0
6,nevada,2016-10-28,2016-11-01,4,2016-10-30,43,5,Lucid/The Times-Picayune,Internet,,892.0,45.0,38.0,83.0,9.0,0.5421686746987951,401.0,740.0
7,nevada,2016-10-28,2016-11-01,4,2016-10-30,43,5,JMC Analytics (R)/8 News NOW,Live Phone,,600.0,45.0,45.0,90.0,7.0,0.5,270.0,540.0
8,nevada,2016-10-27,2016-11-01,5,2016-10-29,43,4,CNN,Live Phone,,790.0,43.0,49.0,92.0,7.0,0.4673913043478261,340.0,727.0
9,nevada,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,1010.0,43.0,42.0,85.0,12.0,0.5058823529411764,434.0,858.0
10,nevada,2016-10-30,2016-10-30,0,2016-10-30,43,5,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,787.0,44.0,48.0,92.0,5.0,0.4782608695652174,346.0,724.0
11,nevada,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,314.0,48.0,46.0,94.0,6.0,0.5106382978723404,151.0,295.0
12,nevada,2016-10-20,2016-10-24,4,2016-10-22,42,4,NBC/WSJ/Marist,Live Phone,,707.0,45.0,45.0,90.0,9.0,0.5,318.0,636.0
13,nevada,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,967.0,44.0,44.0,88.0,10.0,0.5,425.0,851.0
14,nevada,2016-10-20,2016-10-23,3,2016-10-21,42,3,Bendixen & Amandi-Las Vegas Review-Journal,Live Phone,,800.0,48.0,41.0,89.0,7.0,0.5393258426966292,384.0,712.0
15,nevada,2016-10-20,2016-10-22,2,2016-10-21,42,3,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,1332.0,44.0,47.0,91.0,6.0,0.4835164835164835,586.0,1212.0
16,nevada,2016-10-20,2016-10-22,2,2016-10-21,42,3,Rasmussen/KTNV,IVR/Online,,826.0,46.0,42.0,88.0,7.0,0.5227272727272727,380.0,727.0
17,nevada,2016-10-14,2016-10-17,3,2016-10-15,41,4,Monmouth University,Live Phone,,413.0,47.0,40.0,87.0,10.0,0.5402298850574713,194.0,359.0
18,nevada,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,319.0,49.0,45.0,94.0,6.0,0.5212765957446809,156.0,300.0
19,nevada,2016-10-08,2016-10-16,8,2016-10-12,41,1,WashPost/SurveyMonkey,Internet,,884.0,47.0,46.0,93.0,0.0,0.5053763440860215,415.0,822.0
20,nevada,2016-10-10,2016-10-15,5,2016-10-12,41,1,CNN,Live Phone,,698.0,46.0,44.0,90.0,9.0,0.5111111111111111,321.0,628.0
21,nevada,2016-10-12,2016-10-14,2,2016-10-13,41,2,CBS/YouGov,Internet,,996.0,46.0,40.0,86.0,9.0,0.5348837209302325,458.0,857.0
22,nevada,2016-10-10,2016-10-13,3,2016-10-11,41,0,JMC Analytics (R)/8 News NOW,Live Phone,,600.0,43.0,41.0,84.0,7.0,0.5119047619047619,258.0,504.0
23,nevada,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,641.0,41.0,39.0,80.0,0.0,0.5125,263.0,513.0
24,nevada,2016-10-10,2016-10-11,1,2016-10-10,40,6,Clarity (D-End Citizens United),IVR/Live Phone,,1010.0,43.0,43.0,86.0,6.0,0.5,434.0,869.0
25,nevada,2016-10-10,2016-10-11,1,2016-10-10,40,6,PPP (D-Cortez Masto),IVR/Online,,986.0,47.0,43.0,90.0,0.0,0.5222222222222223,463.0,887.0
26,nevada,2016-09-27,2016-10-02,5,2016-09-29,39,2,Hart (D)/UNLV,Live Phone,,700.0,44.0,41.0,85.0,9.0,0.5176470588235295,308.0,595.0
27,nevada,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,536.0,47.0,47.0,94.0,6.0,0.5,252.0,504.0
28,nevada,2016-09-27,2016-09-29,2,2016-09-28,39,1,Suffolk,Live Phone,,500.0,44.0,38.0,82.0,12.0,0.5365853658536586,220.0,410.0
29,nevada,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,542.0,45.0,45.0,90.0,0.0,0.5,244.0,488.0
30,nevada,2016-09-18,2016-09-20,2,2016-09-19,37,6,Fox News,Live Phone,,704.0,40.0,43.0,83.0,12.0,0.4819277108433735,282.0,584.0
31,nevada,2016-09-10,2016-09-19,9,2016-09-14,37,1,GQR (D-Democracy Corps/WVWV),Live Phone,,400.0,42.0,42.0,84.0,10.0,0.5,168.0,336.0
32,nevada,2016-09-16,2016-09-18,2,2016-09-17,37,4,Rasmussen/KTNV,IVR/Online,,800.0,39.0,42.0,81.0,14.0,0.48148148148148145,312.0,648.0
33,nevada,2016-09-12,2016-09-14,2,2016-09-13,37,0,Insights West,Internet,,398.0,40.0,42.0,82.0,8.0,0.4878048780487805,159.0,326.0
34,nevada,2016-09-11,2016-09-13,2,2016-09-12,36,6,Monmouth University,Live Phone,,406.0,42.0,44.0,86.0,9.0,0.4883720930232558,171.0,349.0
35,nevada,2016-09-06,2016-09-08,2,2016-09-07,36,1,NBC/WSJ/Marist,Live Phone,,627.0,45.0,44.0,89.0,7.0,0.5056179775280899,282.0,558.0
36,nevada,2016-09-06,2016-09-07,1,2016-09-06,36,0,PPP (D)/PNA,IVR/Online,,815.0,45.0,42.0,87.0,0.0,0.5172413793103449,367.0,709.0
37,nevada,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,2776.0,48.0,43.0,91.0,0.0,0.5274725274725275,1332.0,2526.0
38,nevada,2016-08-15,2016-08-17,2,2016-08-16,33,0,Suffolk,Live Phone,,500.0,44.0,42.0,86.0,10.0,0.5116279069767442,220.0,430.0
39,nevada,2016-08-02,2016-08-05,3,2016-08-03,31,1,CBS/YouGov,Internet,,993.0,43.0,41.0,84.0,9.0,0.5119047619047619,427.0,834.0
40,nevada,2016-07-29,2016-07-31,2,2016-07-30,30,4,Rasmussen/KTNV,IVR/Online,,750.0,41.0,40.0,81.0,14.0,0.5061728395061729,308.0,608.0
41,nevada,2016-07-22,2016-07-24,2,2016-07-23,29,4,Rasmussen/KTNV,IVR/Online,,750.0,38.0,43.0,81.0,12.0,0.4691358024691358,285.0,608.0
42,nevada,2016-07-07,2016-07-10,3,2016-07-08,27,3,Monmouth University,Live Phone,,408.0,45.0,41.0,86.0,5.0,0.5232558139534884,184.0,351.0
43,nevada,2016-06-11,2016-06-20,9,2016-06-15,24,1,GQR (D-Democracy Corps/Women's Voices Women Vote),Live Phone,,300.0,45.0,47.0,92.0,4.0,0.4891304347826087,135.0,276.0
44,nevada,2016-05-24,2016-05-25,1,2016-05-24,21,0,Gravis Marketing,Automated Phone,,1637.0,42.0,47.0,89.0,11.0,0.47191011235955055,688.0,1457.0
0,kansas,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,1311.0,36.0,49.0,85.0,13.0,0.4235294117647059,472.0,1114.0
1,kansas,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,328.0,39.0,54.0,93.0,8.0,0.41935483870967744,128.0,305.0
2,kansas,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,519.0,38.0,54.0,92.0,0.0,0.41304347826086957,197.0,477.0
3,kansas,2016-11-01,2016-11-03,2,2016-11-02,44,1,Fort Hays State University,Live Phone,,313.0,34.0,58.0,92.0,9.0,0.3695652173913043,106.0,288.0
4,kansas,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,1273.0,36.0,47.0,83.0,15.0,0.43373493975903615,458.0,1057.0
5,kansas,2016-10-26,2016-10-30,4,2016-10-28,43,3,SurveyUSA/KSN News,IVR/Online,,624.0,38.0,49.0,87.0,8.0,0.4367816091954023,237.0,543.0
6,kansas,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,328.0,39.0,56.0,95.0,5.0,0.4105263157894737,128.0,312.0
7,kansas,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,1688.0,36.0,48.0,84.0,13.0,0.42857142857142855,608.0,1418.0
8,kansas,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,332.0,40.0,56.0,96.0,5.0,0.4166666666666667,133.0,319.0
9,kansas,2016-10-11,2016-10-15,4,2016-10-13,41,2,SurveyUSA/KSN News,IVR/Online,,581.0,36.0,47.0,83.0,9.0,0.43373493975903615,209.0,482.0
10,kansas,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,565.0,38.0,50.0,88.0,0.0,0.4318181818181818,215.0,497.0
11,kansas,2016-09-01,2016-10-13,42,2016-09-22,38,2,Fort Hays State University,Live Phone,,892.0,39.0,47.0,86.0,14.0,0.45348837209302323,348.0,767.0
12,kansas,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,535.0,38.0,58.0,96.0,4.0,0.3958333333333333,203.0,514.0
13,kansas,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,472.0,36.0,51.0,87.0,0.0,0.41379310344827586,170.0,411.0
14,kansas,2016-09-06,2016-09-11,5,2016-09-08,36,2,SurveyUSA/KSN News,IVR/Online,,595.0,36.0,48.0,84.0,10.0,0.42857142857142855,214.0,500.0
15,kansas,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,741.0,37.0,49.0,86.0,0.0,0.43023255813953487,274.0,637.0
16,kansas,2016-08-03,2016-08-07,4,2016-08-05,31,3,SurveyUSA/KSN News,IVR/Live Phone,,566.0,39.0,44.0,83.0,8.0,0.46987951807228917,221.0,470.0
17,kansas,2016-07-11,2016-07-21,10,2016-07-16,28,4,Fort Hays State University/Kansas Newspapers,Live Phone,,542.0,27.0,44.0,71.0,13.0,0.38028169014084506,146.0,385.0
18,kansas,2016-07-08,2016-07-11,3,2016-07-09,27,4,SurveyUSA/KSN News,IVR/Live Phone,,559.0,36.0,47.0,83.0,8.0,0.43373493975903615,201.0,464.0
19,kansas,2016-06-04,2016-06-06,2,2016-06-05,22,5,Zogby/Kansas Health Foundation,IVR/Live Phone,,433.0,43.0,36.0,79.0,0.0,0.5443037974683544,186.0,342.0
0,colorado,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,2777.0,43.0,40.0,83.0,14.0,0.5180722891566265,1194.0,2305.0
1,colorado,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,343.0,50.0,44.0,94.0,6.0,0.5319148936170213,172.0,322.0
2,colorado,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,696.0,48.0,42.0,90.0,0.0,0.5333333333333333,334.0,626.0
3,colorado,2016-11-03,2016-11-04,1,2016-11-03,44,2,PPP (D),IVR/Online,,704.0,48.0,43.0,91.0,7.0,0.5274725274725275,338.0,641.0
4,colorado,2016-11-02,2016-11-03,1,2016-11-02,44,1,Keating (D-OnSight Public Affairs),Live Phone,,605.0,43.0,38.0,81.0,14.0,0.5308641975308642,260.0,490.0
5,colorado,2016-11-01,2016-11-02,1,2016-11-01,44,0,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,1863.0,42.0,41.0,83.0,11.0,0.5060240963855421,782.0,1546.0
6,colorado,2016-11-01,2016-11-02,1,2016-11-01,44,0,Gravis Marketing/Breitbart,IVR/Online,,1125.0,40.0,40.0,80.0,17.0,0.5,450.0,900.0
7,colorado,2016-11-01,2016-11-02,1,2016-11-01,44,0,Magellan (R),Live Phone,,500.0,44.0,38.0,82.0,11.0,0.5365853658536586,220.0,410.0
8,colorado,2016-10-28,2016-11-01,4,2016-10-30,43,5,Lucid/The Times-Picayune,Internet,,972.0,44.0,37.0,81.0,12.0,0.5432098765432098,428.0,787.0
9,colorado,2016-10-29,2016-10-31,2,2016-10-30,43,5,University of Denver/Ciruli,Live Phone,,550.0,42.0,41.0,83.0,10.0,0.5060240963855421,231.0,456.0
10,colorado,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,1532.0,43.0,39.0,82.0,15.0,0.524390243902439,659.0,1256.0
11,colorado,2016-10-30,2016-10-30,0,2016-10-30,43,5,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,952.0,45.0,44.0,89.0,7.0,0.5056179775280899,428.0,847.0
12,colorado,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,342.0,50.0,46.0,96.0,5.0,0.5208333333333334,171.0,328.0
13,colorado,2016-10-26,2016-10-28,2,2016-10-27,43,2,CBS/YouGov,Internet,,997.0,42.0,39.0,81.0,13.0,0.5185185185185185,419.0,808.0
14,colorado,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,1595.0,44.0,38.0,82.0,15.0,0.5365853658536586,702.0,1308.0
15,colorado,2016-10-17,2016-10-24,7,2016-10-20,42,2,U Colorado Boulder,Internet,,1004.0,44.0,34.0,78.0,22.0,0.5641025641025641,442.0,783.0
